Name,lon,lat,District,District_c,Gr_ml_cm,Ho_size_r,Ho_size_u,Mg_fl_cl,Pop_2001,Pop_2011,Pop_2013,Pop_g_r,Pop_g_u,Population,Source,State,State_code,Township,Township_c,Village,Village_co,Village_fa,Village_hh,Village_po,Villagetra,Vt_code,Vt_hh,Vt_pop
MaWunYa,97.4684926,23.879404,Banmaw,902,21,7.96,6.01,1.28,77,88,,0.0091,0.0144,88,DRD,Kachin,9,Mansi,90210,MaWunYa,9021029004,16,11,77,ZawBounHteinNo,9021029,166,1181
nam pa tep,97.5402226,20.0274245,Loilem,1602,19,6.05,5.46,1,202,223,,0.0066,0.0114,223,DRD,Shan (South),16,Maukmal,160204,nam pa tep,16020408013,39,39,202,ka du gyi,16020408,812,4759
Nam Hsawm,97.9822027,22.461714,Lashio,1501,20,6.98,5.59,1.14,41,45,,0.0066,0.0114,45,DRD,Shan (North),15,Mongyai,150104,Nam Hsawm,15010413003,,10,41,Lukhkai,15010413,357,1070
Khoke Laung,97.8583768,20.7186779,Loilem,1602,19,6.05,5.46,1,119,131,,0.0066,0.0114,131,DRD,Shan (South),16,NamSan,160202,Khoke Laung,16020215012,20,20,119,Hai Hpark,16020215,368,2238
Loi Ngun,97.8617458,22.6020563,Lashio,1501,20,6.98,5.59,1.14,510,563,,0.0066,0.0114,563,DRD,Shan (North),15,Mongyai,150104,Loi Ngun,15010405001,,111,510,Loi Ngun,15010405,463,1989
Naungkyan,99.9308677,21.2210618,kyaington,1701,20,5.44,5.2,1.14,910,1004,,0.0066,0.0114,1004,DRD,Shan (East),17,kyaington,170101,Naungkyan,17010111006,68,68,910,Mongngon,17010111,203,1818
Mankyat,96.6795123,22.5488851,Kyaukme,1503,20,6.98,5.59,1.14,309,341,,0.0066,0.0114,341,DRD,Shan (North),15,Kyaukme,150306,Mankyat,15030547006,,41,309,Hae`kwae,,415,3313
Loimaw,96.6240926,20.6674113,Taunggyi,1601,19,6.05,5.46,1,46,51,,0.0066,0.0114,51,DRD,Shan (South),16,Kalaw,160102,Loimaw,16010217004,12,12,46,,,113,574
Man-wing,97.9118065,22.8005551,Lashio,1501,20,6.98,5.59,1.14,70,77,,0.0066,0.0114,77,DRD,Shan (North),15,Lashio,150101,Man-wing,15010123005,12,0,70,Man-se,,113,584
Holat 2,99.754203,21.170104,kyaington,1701,20,5.44,5.2,1.14,123,136,,0.0066,0.0114,136,DRD,Shan (East),17,kyaington,170101,Holat 2,17010121030,12,12,123,Loi mwe,17010121,830,4961
Taung Khaung Vwar,96.4677196,21.2148005,Taunggyi,1601,19,6.05,5.46,1,1255,1385,,0.0066,0.0114,1385,DRD,Shan (South),16,YwaNgan,160109,Taung Khaung Vwar,16010907004,259,259,1255,Kyauk Myaung,16010907,819,4051
Loi-in,98.0053513,24.0507968,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Loi-in,15021223003,,0,0,,,0,0
Monghpyak,99.31,22.008333,,,20,5.44,5.2,1.14,5734,6328,,0.0066,0.0114,6328,DRD,Shan (East),17,,,,,,,,,,,
Pan Wo,97.5313029,20.9005541,Taunggyi,1602,19,6.05,5.46,1,482,532,,0.0066,0.0114,532,DRD,Shan (South),16,Loi Lem,160201,Pan Wo,16020107008,74,74,482,Pan Wo,16020107,546,3662
Wankyun,99.6387256,21.3340029,kyaington,1701,20,5.44,5.2,1.14,139,153,,0.0066,0.0114,153,DRD,Shan (East),17,kyaington,170101,Wankyun,17010108014,21,21,139,Ketpha,17010108,1401,6521
Par Tet,97.9531587,21.9920414,Taunggyi,1601,19,6.05,5.46,1,328,362,,0.0066,0.0114,362,DRD,Shan (South),16,KyiThe,160211,Par Tet,16021101003,25,25,328,Pan Sai,16021101,174,3028
Hte Par,96.8476931,20.3322889,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Hte Par,16011208005,65,65,,Naung Pe,16011208,821,4853
Panpu,97.7084345,23.6996051,Mu Se,1502,20,6.98,5.59,1.14,119,131,,0.0066,0.0114,131,DRD,Shan (North),15,Kaut Khine,150215,Panpu,15021531003,21,21,119,Homawmanname,15021531,365,2654
Nayuk,96.61132302,22.82321731,NULL,NULL,19,5.71,5.27,1,57,68,,0.0117,0.012,68,DRD,Mandalay,1,Magoke,NULL,Nayuk,1010202806,NULL,10,57,Nyaung-tawk,10103030,NULL,NULL
Wankaung,100.147081,20.7349706,Tachileik,1704,20,5.44,5.2,1.14,107,118,,0.0066,0.0114,118,DRD,Shan (East),17,Tarlay,170414,Wankaung,17041402019,23,24,107,Monglin(west),17041402,571,2831
Ho lin(Nauk),98.3739727,23.1203894,Lashio,1501,20,6.98,5.59,1.14,373,412,,0.0066,0.0114,412,DRD,Shan (North),15,Lashio,150101,Ho lin(Nauk),15010161001,80,0,373,Holin,,445,1714
Holup,97.0050916,23.0292652,Kyaukme,1503,20,6.98,5.59,1.14,278,307,,0.0066,0.0114,307,DRD,Shan (North),15,Nam san,150309,Holup,15030922004,,45,278,Anaukkin,,650,3734
Pa-la-sor,99.06083,21.76776,Kyaington,1701,20,5.44,5.2,1.14,25,28,,0.0066,0.0114,28,DRD,Shan (East),17,Mongket,170102,Pa-la-sor,17010211011,8,5,25,Pakhalone,17010211,254,1182
Htoutpho,99.9397243,20.8905061,Mongpyek,1703,20,5.44,5.2,1.14,110,121,,0.0066,0.0114,121,DRD,Shan (East),17,Mongpyek,170310,Htoutpho,17031001011,23,22,110,Mongpyek,17031001,339,1710
Tangyan,98.396667,22.498056,,,20,6.98,5.59,1.14,30256,33388,,0.0066,0.0114,33388,DRD,Shan (North),15,,,,,,,,,,,
Hte Son,97.1852178,20.5613106,Taunggyi,1601,19,6.05,5.46,1,116,128,,0.0066,0.0114,128,DRD,Shan (South),16,KyaukTaLone,160111,Hte Son,16011101013,38,38,116,Athone Taw,16011101,809,2578
Kong-mong,97.899658,22.8066004,Lashio,1501,20,6.98,5.59,1.14,130,143,,0.0066,0.0114,143,DRD,Shan (North),15,Lashio,150101,Kong-mong,15010124002,14,0,130,Honarkonesar,,148,1208
Taung Pu,96.7589837,21.0617032,Taunggyi,1601,19,6.05,5.46,1,215,237,,0.0066,0.0114,237,DRD,Shan (South),16,PinTaYa,160106,Taung Pu,16010603011,0,44,215,Maile,16010603,968,5466
Kin,96.32818822,21.47063237,Kyaukse,103,19,5.71,5.27,1,537,639,,0.0117,0.012,639,DRD,Mandalay,1,Kyaukse,10301,Kin,1030107501,NULL,109,537,NULL,NULL,109,537
Magyi-ok,96.13898272,21.129666,NULL,NULL,19,5.71,5.27,1,1182,1407,,0.0117,0.012,1407,DRD,Mandalay,1,Wundwin,NULL,Makyeoake,1040203803,NULL,215,1182,Yoezone,NULL,640,3703
Man Kyu,98.1636361,22.1598772,Lashio,1501,20,6.98,5.59,1.14,316,349,,0.0066,0.0114,349,DRD,Shan (North),15,Mongyai,150104,Man Kyu,15010424001,,51,316,Man Kyu,15010424,415,2039
Wankaung(wanlwon),99.0866444,21.4496864,Mongsek,1702,20,5.44,5.2,1.14,169,186,,0.0066,0.0114,186,DRD,Shan (East),17,Tontar,170205,Wankaung(wanlwon),17020506001,39,37,169,Pankhaing,17020506,288,1629
Namhsawngke,97.6497735,23.4533009,Mu Se,1502,20,6.98,5.59,1.14,87,96,,0.0066,0.0114,96,DRD,Shan (North),15,Kaut Khine,150215,Namhsawngke,15021536003,15,15,87,Hokyaint,15021537,55,344
Sanlukaw,99.838615,20.4672783,Tachileik,1704,20,5.44,5.2,1.14,310,342,,0.0066,0.0114,342,DRD,Shan (East),17,Tachileik,170413,Sanlukaw,17041302006,54,50,310,Lwaltawkhan,17041302,506,2978
Ho-pong,97.6479536,23.8106439,Muse,1502,20,6.98,5.59,1.14,246,271,,0.0066,0.0114,271,DRD,Shan (North),15,Namkham,150213,Ho-pong,15021313001,,18,246,Ho-pong,,92,916
Wam Kone,98.0255577,21.7915804,Taunggyi,1601,19,6.05,5.46,1,344,380,,0.0066,0.0114,380,DRD,Shan (South),16,KyiThe,160211,Wam Kone,16021115008,32,32,344,Wam Suck,16021115,243,2530
Panghtun,96.7899324,23.1973661,Kyaukme,1503,20,6.98,5.59,1.14,108,119,,0.0066,0.0114,119,DRD,Shan (North),15,Momeik,150310,Panghtun,15031031003,,22,108,Tongyi,15031031,125,454
Man hse tan(out),97.6051892,23.6821306,Muse,1502,20,6.98,5.59,1.14,399,440,,0.0066,0.0114,440,DRD,Shan (North),15,Namkham,150213,Man hse tan(out),15021329002,,60,399,Mangpu,,361,2158
Wan kaung kaw,99.3502,21.54652,Kyaington,1701,20,5.44,5.2,1.14,50,55,,0.0066,0.0114,55,DRD,Shan (East),17,Mongket,170102,Wan kaung kaw,17010216010,12,9,50,Wan Ping,17010216,139,794
Bathala(thit),100.085388,20.7156664,Tachileik,1704,20,5.44,5.2,1.14,214,236,,0.0066,0.0114,236,DRD,Shan (East),17,Tarlay,170414,Bathala(thit),17041401027,42,45,214,Nayaung,17041401,1269,5583
Lwekhay,99.7292633,21.0135579,kyaington,1701,20,5.44,5.2,1.14,74,82,,0.0066,0.0114,82,DRD,Shan (East),17,kyaington,170101,Lwekhay,17010124011,16,16,74,Mong Pak(up),17010124,453,2290
Wankyun,99.5659967,21.3617246,kyaington,1701,20,5.44,5.2,1.14,156,172,,0.0066,0.0114,172,DRD,Shan (East),17,kyaington,170101,Wankyun,17010104002,15,15,156,Kattyeik,17010104,1233,6699
Na-loi,97.7843697,22.7421166,Lashio,1501,20,6.98,5.59,1.14,150,166,,0.0066,0.0114,166,DRD,Shan (North),15,Lashio,150101,Na-loi,15010140003,20,0,150,Mawk-tawng,,120,990
Nan Par,96.77083,20.13181,Taunggyi,1601,19,6.05,5.46,1,281,310,,0.0066,0.0114,310,DRD,Shan (South),16,Pin Laung,160108,Nan Par,16010801005,83,83,281,Pin Laung,16010801,506,2335
Na-kyeh,97.4593718,22.9317627,kyaukme,1503,20,6.98,5.59,1.14,266,294,,0.0066,0.0114,294,DRD,Shan (North),15,namtu,150308,Na-kyeh,15030809009,,28,266,namtaungkone,,240,1344
Akwe_chai,98.7495973,23.2978262,Kunlong,1504,20,6.98,5.59,1.14,88,97,,0.0066,0.0114,97,DRD,Shan (North),15,Ho Pan,150417,Akwe_chai,15041709001,,21,88,Akwe_chai,15041709,,
Sephone,99.6393226,21.3479707,kyaington,1701,20,5.44,5.2,1.14,333,367,,0.0066,0.0114,367,DRD,Shan (East),17,kyaington,170101,Sephone,17010105004,46,46,333,Wansaung,17010105,487,3352
Kywaikong,97.0368712,22.5158404,Kyaukme,1503,20,6.98,5.59,1.14,886,978,,0.0066,0.0114,978,DRD,Shan (North),15,Kyaukme,150306,Kywaikong,15030566002,,124,886,Namhutaung,,358,2882
Man kawnghung,98.6332462,23.3896591,Kum Lone,1504,20,6.98,5.59,1.14,200,221,,0.0066,0.0114,221,DRD,Shan (North),15,Kum Lone,150416,Man kawnghung,15041620010,,22,200,Manpyaine,,217,1851
Loikon,96.9162972,22.9324229,Kyaukme,1503,20,6.98,5.59,1.14,112,124,,0.0066,0.0114,124,DRD,Shan (North),15,Momeik,150310,Loikon,15031024004,,27,112,Kunkha,15031024,229,1150
Nyaung Kine,97.244124,20.2876069,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Nyaung Kine,16010408007,0,0,0,Pin Son,,0,0
Wanyan,99.01177,21.3607658,Mongsek,1702,20,5.44,5.2,1.14,104,115,,0.0066,0.0114,115,DRD,Shan (East),17,Mongpyin,170207,Wanyan,17020701004,26,26,104,Mongpyin,17020701,488,2196
Par Khar,97.4040459,21.1863526,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,Pinlone,,Par Khar,16021203007,0,0,0,,,0,0
Aye Kyant,98.89844,21.94816,Kengtung,MMR016D001,,,,,,199,203,,,199,GAD+MIMU,Shan (East),MMR016,Matman,MMR016004,Aye Kyant,213162,,45,203,Aye Kyant,MMR016004001,,
Manmaw,97.8099414,23.7227556,Mu Se,1502,20,6.98,5.59,1.14,308,340,,0.0066,0.0114,340,DRD,Shan (North),15,Kaut Khine,150215,Manmaw,15021534002,37,37,308,Khomone,15021534,289,1944
Hway Wam,97.3801478,21.0278805,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,Pinlone,,Hway Wam,16021201003,0,0,0,,,0,0
Ho-na,97.5058209,23.1798612,kyaukme,1503,20,6.98,5.59,1.14,170,188,,0.0066,0.0114,188,DRD,Shan (North),15,namtu,150308,Ho-na,15030821005,,28,170,manzarlon,,255,1513
Nan Pa Lan,96.7095639,20.9066917,Taunggyi,1601,19,6.05,5.46,1,125,138,,0.0066,0.0114,138,DRD,Shan (South),16,PinTaYa,160106,Nan Pa Lan,16010626003,0,34,125,Tame,16010626,363,1425
Man Kyawng,98.0347843,23.2990543,Lashio,1501,20,6.98,5.59,1.14,277,306,,0.0066,0.0114,306,DRD,Shan (North),15,Theinni,150102,Man Kyawng,15010218013,50,45,277,Sal-au,15010218,925,5853
Kunghtolin,96.5925492,22.763598,Kyaukme,1503,20,6.98,5.59,1.14,242,267,,0.0066,0.0114,267,DRD,Shan (North),15,Kyaukme,150306,Kunghtolin,15030537003,,53,242,Naungkwam,,386,1378
Pangwa(loila),98.2747124,23.05649,Lashio,1501,20,6.98,5.59,1.14,98,108,,0.0066,0.0114,108,DRD,Shan (North),15,Lashio,150101,Pangwa(loila),15010168002,55,0,98,Pangwa,,376,897
Ywyar Kyi,96.62114,19.86067,Taunggyi,1601,19,6.05,5.46,1,482,532,,0.0066,0.0114,532,DRD,Shan (South),16,Pin Laung,160108,Ywyar Kyi,16010806007,92,92,482,Tha Pyay Kone,16010806,843,4411
Konkeng,97.8038971,23.5719152,Mu Se,1502,20,6.98,5.59,1.14,59,65,,0.0066,0.0114,65,DRD,Shan (North),15,Kaut Khine,150215,Konkeng,15021502003,16,16,59,Kaungkhar-Manpyain,15021502,160,1101
Tiketai,97.1000945,22.7881429,Kyaukme,1503,20,6.98,5.59,1.14,32,35,,0.0066,0.0114,35,DRD,Shan (North),15,Nam san,150309,Tiketai,15030919006,,7,32,Kyaukphyulay,,238,1754
Chan Khu,96.8295427,19.6089822,Taunggyi,1601,19,6.05,5.46,1,110,121,,0.0066,0.0114,121,DRD,Shan (South),16,phekhon,160103,Chan Khu,16010312021,19,19,110,Ye Nwe,16010312,1533,9855
Namkinsang,98.4891802,23.2565404,Kum Lone,1504,20,6.98,5.59,1.14,477,526,,0.0066,0.0114,526,DRD,Shan (North),15,Kum Lone,150416,Namkinsang,15041618001,,59,477,Namkyinsan,,213,1598
Se Phyu Taung,96.6183582,19.6103954,Taunggyi,1601,19,6.05,5.46,1,368,406,,0.0066,0.0114,406,DRD,Shan (South),16,phekhon,160103,Se Phyu Taung,16010308016,34,30,368,The Kyake,16010309,478,2780
Auklishaw,97.6750468,23.6463443,Mu Se,1502,20,6.98,5.59,1.14,821,906,,0.0066,0.0114,906,DRD,Shan (North),15,Kaut Khine,150215,Auklishaw,15021529006,120,120,821,Mannameaum,15021529,380,2749
Kong Mon,97.7109348,21.1055068,Taunggyi,1601,19,6.05,5.46,1,156,172,,0.0066,0.0114,172,DRD,Shan (South),16,Lae Char,160206,Kong Mon,16020609010,32,32,156,Nar Ma n,16020609,523,2945
Hkohpat,98.2865201,23.1343732,Lashio,1501,20,6.98,5.59,1.14,157,173,,0.0066,0.0114,173,DRD,Shan (North),15,Lashio,150101,Hkohpat,15010158007,59,0,157,Manlone,,257,1073
Mawhate(palaung),97.9839804,23.5324177,Mu Se,1502,20,6.98,5.59,1.14,287,317,,0.0066,0.0114,317,DRD,Shan (North),15,Kaut Khine,150215,Mawhate(palaung),15021508003,42,42,287,Naryine,15021508,109,717
Nam hsin,97.7602459,23.3174708,Mu Se,1502,20,6.98,5.59,1.14,71,78,,0.0066,0.0114,78,DRD,Shan (North),15,Kaut Khine,150215,Nam hsin,15021518005,7,7,71,Nampu,15021518,166,1329
Panghka(loi),97.7644795,23.8059599,Muse,1502,20,6.98,5.59,1.14,246,271,,0.0066,0.0114,271,DRD,Shan (North),15,Namkham,150213,Panghka(loi),15021316001,,18,246,Panghka(loi),,34,228
Kunna,98.2683748,22.2495308,Lashio,1501,20,6.98,5.59,1.14,115,127,,0.0066,0.0114,127,DRD,Shan (North),15,Mongyai,150104,Kunna,15010423004,,19,115,Mong Heng,15010423,306,1428
Long Kan,97.1829463,21.9514608,Taunggyi,1601,19,6.05,5.46,1,658,726,,0.0066,0.0114,726,DRD,Shan (South),16,Inn Taw,160113,Long Kan,16011304002,109,108,658,Naung Wo,16011304,387,2548
Pan-htay,97.8877853,23.4469449,Mu Se,1502,20,6.98,5.59,1.14,422,466,,0.0066,0.0114,466,DRD,Shan (North),15,Kaut Khine,150215,Pan-htay,15021505005,69,69,422,Karlaikonesar,15021505,308,2069
Tawmawn,97.4147283,22.3010473,Kyaukme,1503,20,6.98,5.59,1.14,270,298,,0.0066,0.0114,298,DRD,Shan (North),15,Kyaukme,150306,Tawmawn,15030534004,,44,270,Kantkan,,299,2337
San Dar,97.8030451,21.038404,Loilem,1602,19,6.05,5.46,1,93,103,,0.0066,0.0114,103,DRD,Shan (South),16,NamSan,160202,San Dar,16020208003,20,20,93,Naung  Hee,16020208,894,4651
Naungaye(ywartit),97.5860762,23.6079697,Muse,1502,20,6.98,5.59,1.14,98,108,,0.0066,0.0114,108,DRD,Shan (North),15,Namkham,150213,Naungaye(ywartit),15021343010,,14,98,Tunhong(kachin),,20,64
Nar mon,97.847765,23.6493733,Mu Se,1502,20,6.98,5.59,1.14,224,247,,0.0066,0.0114,247,DRD,Shan (North),15,Kaut Khine,150215,Nar mon,15021525001,16,16,224,Pankainarmon,15021525,66,565
Hkoknam,98.0027827,23.3143909,Lashio,1501,20,6.98,5.59,1.14,249,275,,0.0066,0.0114,275,DRD,Shan (North),15,Theinni,150102,Hkoknam,15010222006,52,51,249,Panglaw,15010222,519,2973
Pang-hai,97.5340371,22.7905585,Lashio,1501,20,6.98,5.59,1.14,198,218,,0.0066,0.0114,218,DRD,Shan (North),15,Lashio,150101,Pang-hai,15010138001,19,0,198,Pangthum,,125,887
Loi Kan,97.9417289,23.470726,Mu Se,1502,20,6.98,5.59,1.14,148,163,,0.0066,0.0114,163,DRD,Shan (North),15,Kaut Khine,150215,Loi Kan,15021522001,18,18,148,Lwekan,15021522,50,382
Nantkyan,99.4408621,21.1465,kyaington,1701,20,5.44,5.2,1.14,397,438,,0.0066,0.0114,438,DRD,Shan (East),17,kyaington,170101,Nantkyan,17010117020,74,74,397,Pankyu,17010117,715,3480
Nan Pan Lone Pyin,96.75386,20.03197,Taunggyi,1601,19,6.05,5.46,1,171,189,,0.0066,0.0114,189,DRD,Shan (South),16,Pin Laung,160108,Nan Pan Lone Pyin,16010804004,40,40,171,Taung Hte Vwar,16010804,1022,4637
Moekoung( tagkyi ),96.961615,20.4474678,Taunggyi,1601,19,6.05,5.46,1,241,266,,0.0066,0.0114,266,DRD,Shan (South),16,Nyaungshwe,160105,Moekoung( tagkyi ),16010517006,40,25,241,Naungtaw,16010517,803,6335
Kawyan,99.8819579,20.7372576,Mongpyek,1703,20,5.44,5.2,1.14,51,56,,0.0066,0.0114,56,DRD,Shan (East),17,Mongpyek,170310,Kawyan,17031016006,12,10,51,Monghe',17031016,232,1168
Kankang,96.7347272,22.7249867,Kyaukme,1503,20,6.98,5.59,1.14,549,606,,0.0066,0.0114,606,DRD,Shan (North),15,Kyaukme,150306,Kankang,15030547001,,66,549,Hae`kwae,,415,3313
Hway Hoke,97.5931396,21.0997618,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,Pinlone,,Hway Hoke,16021208004,0,0,0,,,0,0
Kun Sar Tit,97.1795128,20.6374657,Taunggyi,1601,19,6.05,5.46,1,83,92,,0.0066,0.0114,92,DRD,Shan (South),16,Hopong,160110,Kun Sar Tit,16011011003,26,18,83,Kone Kyaing,16011011,869,3543
Taung Po Khaung,96.4409198,21.0619694,Taunggyi,1601,19,6.05,5.46,1,273,301,,0.0066,0.0114,301,DRD,Shan (South),16,YwaNgan,160109,Taung Po Khaung,16010910005,47,47,273,Suk Chan,16010910,289,1647
Kawng Lang,98.0988371,22.2421514,Lashio,1501,20,6.98,5.59,1.14,210,232,,0.0066,0.0114,232,DRD,Shan (North),15,Mongyai,150104,Kawng Lang,15010418004,,31,210,Mong Kawng,15010418,152,902
Wainelaung,97.4361982,23.0720365,kyaukme,1503,20,6.98,5.59,1.14,222,245,,0.0066,0.0114,245,DRD,Shan (North),15,namtu,150308,Wainelaung,15030803002,,37,222,sighthkong,,353,2120
Leshaw,96.4486775,22.99246218,NULL,NULL,19,5.71,5.27,1,425,506,,0.0117,0.012,506,DRD,Mandalay,1,Magoke,NULL,Leshaw,1010200801,NULL,62,425,Li-su-le-u,10103013,NULL,NULL
Poungthin,96.6931878,20.7236332,Taunggyi,1601,19,6.05,5.46,1,343,379,,0.0066,0.0114,379,DRD,Shan (South),16,Kalaw,160102,Poungthin,16010225006,82,82,343,,16010225,418,1841
Wainetan,97.8075792,22.8461097,Lashio,1501,20,6.98,5.59,1.14,24,26,,0.0066,0.0114,26,DRD,Shan (North),15,Lashio,150101,Wainetan,15010129006,7,0,24,Pang-hune,,102,425
Myoema,96.7688633,20.9522442,Taunggyi,1601,19,6.05,5.46,1,391,431,,0.0066,0.0114,431,DRD,Shan (South),16,Kalaw,160102,Myoema,16010223001,85,85,391,Bawsaing,16010223,1827,9637
Kyawbin,96.300645,24.055578,Katha,0,20,6.51,5.41,1.14,481,573,,0.0118,0.0124,573,DRD,Sagaing,0,Katha,0,Kyawbin,0,0,69,481,,0,650,4273
Hte Paung,96.83012,20.17108,Taunggyi,1601,19,6.05,5.46,1,623,687,,0.0066,0.0114,687,DRD,Shan (South),16,Pin Laung,160108,Hte Paung,16010805001,101,101,623,Hte Paung,16010805,623,1247
Nantko (up),99.3873453,21.3860059,kyaington,1701,20,5.44,5.2,1.14,72,79,,0.0066,0.0114,79,DRD,Shan (East),17,kyaington,170101,Nantko (up),17010117013,14,14,72,Pankyu,17010117,715,3480
Wam Pain,98.3446656,21.9754173,Loi Lem,1602,19,6.05,5.46,1,297,328,,0.0066,0.0114,328,DRD,Shan (South),16,Mai Shue,160208,Wam Pain,16020806002,46,46,297,Loi Nine,16020806,315,2571
Naungbwe(low),99.7410397,21.1608973,kyaington,1701,20,5.44,5.2,1.14,372,411,,0.0066,0.0114,411,DRD,Shan (East),17,kyaington,170101,Naungbwe(low),17010121012,82,82,372,Loi mwe,17010121,830,4961
Nammawngin,97.8254799,20.4991061,Loilem,1602,19,6.05,5.46,1,162,179,,0.0066,0.0114,179,DRD,Shan (South),16,moehnae,160203,Nammawngin,16020305006,18,22,162,Loicho,16020305,314,1805
Na-kang,97.6417504,22.9672999,Lashio,1501,20,6.98,5.59,1.14,61,67,,0.0066,0.0114,67,DRD,Shan (North),15,Lashio,150101,Na-kang,15010117003,12,0,61,Einai,,460,1685
Nampalam,97.7950473,23.6202432,Mu Se,1502,20,6.98,5.59,1.14,116,128,,0.0066,0.0114,128,DRD,Shan (North),15,Kaut Khine,150215,Nampalam,15021527002,20,20,116,Pankaipanlau,15021527,155,1084
Toneywa,99.9131873,21.1682642,kyaington,1701,20,5.44,5.2,1.14,51,56,,0.0066,0.0114,56,DRD,Shan (East),17,kyaington,170101,Toneywa,17010122009,11,11,51,Nantnenanlone,17010122,166,818
Hpat-tu,98.5474877,23.3101326,Kum Lone,1504,20,6.98,5.59,1.14,448,494,,0.0066,0.0114,494,DRD,Shan (North),15,Kum Lone,150416,Hpat-tu,15041621002,,46,448,Panhone,,160,1633
Swekyawnggon,96.5207577,23.9353278,kyaukme,1503,20,6.98,5.59,1.14,244,269,,0.0066,0.0114,269,DRD,Shan (North),15,Mabaine,150311,Swekyawnggon,15031114006,,57,244,ngar oh,,1142,5970
Ye Aye,96.74629,19.95923,Taunggyi,1601,19,6.05,5.46,1,267,295,,0.0066,0.0114,295,DRD,Shan (South),16,Pin Laung,160108,Ye Aye,16010802006,58,58,267,Bam Bar,16010802,1258,6268
Panglengtai,98.4072998,23.121823,Lashio,1501,20,6.98,5.59,1.14,184,203,,0.0066,0.0114,203,DRD,Shan (North),15,Lashio,150101,Panglengtai,15010160004,36,0,184,Namlinkham,,318,1375
Pan san,97.6387607,22.8877509,Lashio,1501,20,6.98,5.59,1.14,132,146,,0.0066,0.0114,146,DRD,Shan (North),15,Lashio,150101,Pan san,15010142004,37,0,132,Nawng-hpau,,322,1834
Wankaung(lahu),100.13805,20.6875723,Tachileik,1704,20,5.44,5.2,1.14,69,76,,0.0066,0.0114,76,DRD,Shan (East),17,Tarlay,170414,Wankaung(lahu),17041401012,17,20,69,Nayaung,17041401,1269,5583
Bokma,96.42212515,22.94633153,NULL,NULL,19,5.71,5.27,1,487,580,,0.0117,0.012,580,DRD,Mandalay,1,Magoke,NULL,Bokma,1010200102,NULL,69,487,Kyauk-sin,10103009,4144,NULL
Han Tay,97.9443834,21.9785858,Taunggyi,1601,19,6.05,5.46,1,61,67,,0.0066,0.0114,67,DRD,Shan (South),16,KyiThe,160211,Han Tay,16021101005,8,8,61,Pan Sai,16021101,174,3028
Kyauk Hnget,96.5457553,21.1876958,Taunggyi,1601,19,6.05,5.46,1,725,800,,0.0066,0.0114,800,DRD,Shan (South),16,YwaNgan,160109,Kyauk Hnget,16010912001,137,137,725,Kyauk Hnget,16010912,403,2207
Namlin,97.2643106,22.9920685,Kyaukme,1503,20,6.98,5.59,1.14,1099,1213,,0.0066,0.0114,1213,DRD,Shan (North),15,Nam san,150309,Namlin,15030903001,,143,1099,Namlin,,429,2805
Tapmintha,97.2341316,22.8775453,Kyaukme,1503,20,6.98,5.59,1.14,230,254,,0.0066,0.0114,254,DRD,Shan (North),15,Nam san,150309,Tapmintha,15030917003,,39,230,Taungma,,278,1785
Nyawngtawkmyauk,96.63887752,22.82855444,NULL,NULL,19,5.71,5.27,1,305,363,,0.0117,0.012,363,DRD,Mandalay,1,Magoke,NULL,Nyawngtawkmyauk,1010202802,NULL,60,305,Nyaung-tawk,10103030,NULL,NULL
Nantlan,99.9453138,20.8978839,Mongpyek,1703,20,5.44,5.2,1.14,301,332,,0.0066,0.0114,332,DRD,Shan (East),17,Mongpyek,170310,Nantlan,17031013001,62,61,301,Nantlan,17031013,290,1445
Hunwe,97.0182503,22.8579129,Kyaukme,1503,20,6.98,5.59,1.14,197,217,,0.0066,0.0114,217,DRD,Shan (North),15,Nam san,150309,Hunwe,15030920004,,43,197,Myothit,,605,3672
Nar Moon,97.2410488,20.0784914,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Nar Moon,16010412006,0,0,0,Naung Kyaw,,0,0
Loi Tang,98.282574,21.8598505,Loi Lem,1602,19,6.05,5.46,1,184,203,,0.0066,0.0114,203,DRD,Shan (South),16,Mai Shue,160208,Loi Tang,16020810005,32,32,184,Wam Saw,16020810,648,4463
Saga,97.4738791,23.729123,Muse,1502,20,6.98,5.59,1.14,155,171,,0.0066,0.0114,171,DRD,Shan (North),15,Namkham,150213,Saga,15021334004,,23,155,Loi-yai,,29,177
Haikwisayhaung,97.1106843,22.3316489,Kyaukme,1503,20,6.98,5.59,1.14,316,349,,0.0066,0.0114,349,DRD,Shan (North),15,Kyaukme,150306,Haikwisayhaung,15030559002,,40,316,Kwamsalun,,304,2758
